lncRNA,protein
NONMMUG023812,Fus
NONMMUG023812,Tdp43
NONMMUG023812,Upf1
NONMMUG023816,Fus
NONMMUG023816,Tdp43
NONMMUG023817,Fus
NONMMUG023817,Tdp43
NONMMUG023818,Fus
NONMMUG023818,Tdp43
NONMMUG023819,Fus
NONMMUG023819,Tdp43
NONMMUG023820,Fus
NONMMUG023820,Tardbp
NONMMUG023820,Tdp43
NONMMUG023820,Upf1
NONMMUG023821,Fus
NONMMUG023821,Mbnl1
NONMMUG023821,Tdp43
NONMMUG023823,Fus
NONMMUG023823,JARID2
NONMMUG023823,Tdp43
NONMMUG023828,Fus
NONMMUG023828,Tdp43
NONMMUG023843,Fus
NONMMUG023843,Tdp43
NONMMUG023846,Fus
NONMMUG023846,Tdp43
NONMMUG023849,Fus
NONMMUG023849,Tdp43
NONMMUG023855,Fus
NONMMUG023855,Tdp43
NONMMUG023855,Upf1
NONMMUG023858,Fus
NONMMUG023858,Tdp43
NONMMUG023859,Fus
NONMMUG023859,Tdp43
NONMMUG023860,Fus
NONMMUG023860,Tdp43
NONMMUG023865,Fus
NONMMUG023865,Tdp43
NONMMUG023882,Fus
NONMMUG023882,Tdp43
NONMMUG023884,Fus
NONMMUG023884,Tdp43
NONMMUG023884,Upf1
NONMMUG023885,Fus
NONMMUG023885,Tdp43
NONMMUG023885,Upf1
NONMMUG023888,Fus
NONMMUG023889,Fus
NONMMUG023889,Tdp43
NONMMUG023891,Fus
NONMMUG023891,Tdp43
NONMMUG023893,Fus
NONMMUG023893,Tdp43
NONMMUG023894,Fus
NONMMUG023894,Tdp43
NONMMUG023898,Fus
NONMMUG023904,Fus
NONMMUG023904,Tdp43
NONMMUG023905,Fus
NONMMUG023905,Tdp43
NONMMUG023906,Fus
NONMMUG023906,Tdp43
NONMMUG023907,Fus
NONMMUG023907,Nova1
NONMMUG023908,Fus
NONMMUG023908,Tdp43
NONMMUG023909,Fus
NONMMUG023909,Tdp43
NONMMUG023910,Fus
NONMMUG023911,Fus
NONMMUG023911,Tdp43
NONMMUG023912,Fus
NONMMUG023912,Tdp43
NONMMUG023913,Fus
NONMMUG023913,Tdp43
NONMMUG023917,Fus
NONMMUG023917,Tdp43
NONMMUG023918,Fus
NONMMUG023918,Tdp43
NONMMUG023919,Fus
NONMMUG023919,Tdp43
NONMMUG023920,Fus
NONMMUG023920,Tdp43
NONMMUG023921,Fus
NONMMUG023921,Tdp43
NONMMUG023923,Fus
NONMMUG023923,Tdp43
NONMMUG023926,Fus
NONMMUG023926,Tardbp
NONMMUG023926,Tdp43
NONMMUG023927,Fus
NONMMUG023927,Tdp43
NONMMUG023928,Fus
NONMMUG023928,Tardbp
NONMMUG023928,Tdp43
NONMMUG023929,Fus
NONMMUG023929,Tdp43
NONMMUG023930,Fus
NONMMUG023930,Tdp43
NONMMUG023936,Fus
NONMMUG023945,Fus
NONMMUG023945,Tdp43
NONMMUG023953,Fus
NONMMUG023953,Upf1
NONMMUG023956,Fus
NONMMUG023956,Tdp43
NONMMUG023958,Fus
NONMMUG023958,Tdp43
NONMMUG023960,Fus
NONMMUG023960,Tdp43
NONMMUG023962,Fus
NONMMUG023962,Tdp43
NONMMUG023963,Fus
NONMMUG023963,Tdp43
NONMMUG023966,Fus
NONMMUG023966,Tdp43
NONMMUG023966,Upf1
NONMMUG023969,Fus
NONMMUG023973,Fus
NONMMUG023973,Tdp43
NONMMUG023973,Upf1
NONMMUG023983,Fus
NONMMUG023983,Tdp43
NONMMUG023985,Fus
NONMMUG023985,Tdp43
NONMMUG023996,Fus
NONMMUG024005,Fus
NONMMUG024013,Fus
NONMMUG024013,Tdp43
NONMMUG024032,Fus
NONMMUG024032,JARID2
NONMMUG024032,Tardbp
NONMMUG024032,Tdp43
NONMMUG024032,Upf1
NONMMUG024033,Fus
NONMMUG024033,Mbnl1
NONMMUG024033,Nova1
NONMMUG024033,Tdp43
NONMMUG024033,Upf1
NONMMUG024034,Fus
NONMMUG024034,Tdp43
NONMMUG024034,Upf1
NONMMUG024035,Fus
NONMMUG024035,Tdp43
NONMMUG024035,Upf1
NONMMUG024036,Fus
NONMMUG024036,Tardbp
NONMMUG024036,Tdp43
NONMMUG024036,Upf1
NONMMUG024040,Fus
NONMMUG024040,Nova1
NONMMUG024040,Tdp43
NONMMUG024048,Fus
NONMMUG024048,Tdp43
NONMMUG024050,Fus
NONMMUG024050,Tdp43
NONMMUG024060,Fus
NONMMUG024065,Fus
NONMMUG024065,Tdp43
NONMMUG024067,Fus
NONMMUG024067,Tdp43
NONMMUG024068,Fus
NONMMUG024068,PABPC1
NONMMUG024068,Tdp43
NONMMUG024070,Fus
NONMMUG024070,Tdp43
NONMMUG024072,Fus
NONMMUG024072,Tdp43
NONMMUG024074,Fus
NONMMUG024075,Fus
NONMMUG024075,Tdp43
NONMMUG024076,Fus
NONMMUG024076,Tdp43
NONMMUG024077,Fus
NONMMUG024077,Tdp43
NONMMUG024078,Fus
NONMMUG024078,Nova1
NONMMUG024078,Tardbp
NONMMUG024078,Tdp43
NONMMUG024078,Upf1
NONMMUG024080,Fus
NONMMUG024080,Tdp43
NONMMUG024092,Fus
NONMMUG024093,Fus
NONMMUG024093,Tdp43
NONMMUG024102,Fus
NONMMUG024102,Tdp43
NONMMUG024105,Fus
NONMMUG024119,Fus
NONMMUG024119,Tdp43
NONMMUG024124,Fus
NONMMUG024124,Tdp43
NONMMUG024124,Upf1
NONMMUG024125,Fus
NONMMUG024125,Tdp43
NONMMUG024127,Fus
NONMMUG024127,JARID2
NONMMUG024127,Mbnl1
NONMMUG024127,Tdp43
NONMMUG024128,Fus
NONMMUG024128,Tdp43
NONMMUG024132,Fus
NONMMUG024138,Fus
NONMMUG024138,Tdp43
NONMMUG024139,Fus
NONMMUG024140,Fus
NONMMUG024140,Tdp43
NONMMUG024141,Fus
NONMMUG024141,Tdp43
NONMMUG024142,Fus
NONMMUG024142,Tdp43
NONMMUG024150,Fus
NONMMUG024150,Tdp43
NONMMUG024150,Upf1
NONMMUG024155,Fus
NONMMUG024155,Tdp43
NONMMUG024156,Fus
NONMMUG024157,Fus
NONMMUG024158,Fus
NONMMUG024158,Tdp43
NONMMUG024160,Fus
NONMMUG024160,Tdp43
NONMMUG024160,Upf1
NONMMUG024163,Fus
NONMMUG024163,Tdp43
NONMMUG024168,Fus
NONMMUG024168,Tardbp
NONMMUG024168,Tdp43
NONMMUG024168,Upf1
NONMMUG024172,Fus
NONMMUG024172,Tdp43
NONMMUG024173,Fus
NONMMUG024173,Tdp43
NONMMUG024174,Fus
NONMMUG024174,Tdp43
NONMMUG024180,Fus
NONMMUG024180,Tdp43
NONMMUG024181,Fus
NONMMUG024184,Fus
NONMMUG024187,Fus
NONMMUG024189,Fus
NONMMUG024189,Tdp43
NONMMUG024190,Fus
NONMMUG024190,Tdp43
NONMMUG024192,Fus
NONMMUG024192,Tdp43
NONMMUG024192,Upf1
NONMMUG024193,Fus
NONMMUG024193,Nova1
NONMMUG024193,Tdp43
NONMMUG024198,Fus
NONMMUG024198,Tdp43
NONMMUG024200,Fus
NONMMUG024200,Tdp43
NONMMUG024200,Upf1
NONMMUG024221,Fus
NONMMUG024225,Fus
NONMMUG024225,Tdp43
NONMMUG024228,Fus
NONMMUG024228,Tdp43
NONMMUG024229,Fus
NONMMUG024229,Tdp43
NONMMUG024231,Fus
NONMMUG024231,Tdp43
NONMMUG024232,Fus
NONMMUG024232,Tdp43
NONMMUG024247,Fus
NONMMUG024247,Tdp43
NONMMUG024247,Upf1
NONMMUG024249,Fus
NONMMUG024249,Tdp43
NONMMUG024250,Fus
NONMMUG024252,Fus
NONMMUG024252,Tdp43
NONMMUG024253,Fus
NONMMUG024253,Tdp43
NONMMUG024254,Fus
NONMMUG024254,Tdp43
NONMMUG024257,Fus
NONMMUG024257,Tdp43
NONMMUG024262,Fus
NONMMUG024262,Tdp43
NONMMUG024271,Fus
NONMMUG024271,Tdp43
NONMMUG024272,Fus
NONMMUG024272,Tdp43
NONMMUG024272,Upf1
NONMMUG024273,Fus
NONMMUG024273,Upf1
NONMMUG024279,Fus
NONMMUG024279,Tdp43
NONMMUG024286,Fus
NONMMUG024286,Tdp43
NONMMUG024286,Upf1
NONMMUG024307,Fus
NONMMUG024316,Fus
NONMMUG024320,Fus
NONMMUG024320,Upf1
NONMMUG024321,Fus
NONMMUG024321,JARID2
NONMMUG024321,Tdp43
NONMMUG024321,Upf1
NONMMUG024325,Fus
NONMMUG024325,Tdp43
NONMMUG024326,Fus
NONMMUG024326,Tdp43
NONMMUG024332,Fus
NONMMUG024332,Tdp43
NONMMUG024340,Fus
NONMMUG024340,Tdp43
NONMMUG024341,Fus
NONMMUG024341,Tdp43
NONMMUG024342,Fus
NONMMUG024342,Upf1
NONMMUG024344,Fus
NONMMUG024344,Tdp43
NONMMUG024344,Upf1
NONMMUG024356,Fus
NONMMUG024356,Tdp43
NONMMUG024359,Fus
NONMMUG024359,Tdp43
NONMMUG024372,Fus
NONMMUG024372,Upf1
NONMMUG024374,Fus
NONMMUG024374,Tdp43
NONMMUG024384,Fus
NONMMUG024385,Fus
NONMMUG024385,Tardbp
NONMMUG024385,Tdp43
NONMMUG024386,Fus
NONMMUG024386,Tdp43
NONMMUG024386,Upf1
NONMMUG024387,Fus
NONMMUG024388,Fus
NONMMUG024388,Tdp43
NONMMUG024389,Fus
NONMMUG024389,Tdp43
NONMMUG024401,Fus
NONMMUG024401,Tdp43
NONMMUG024404,Fus
NONMMUG024404,Tdp43
NONMMUG024409,Fus
NONMMUG024409,Tdp43
NONMMUG024415,Fus
NONMMUG024415,Tdp43
NONMMUG024415,Upf1
NONMMUG024416,Fus
NONMMUG024424,Fus
NONMMUG024424,Tdp43
NONMMUG024424,Upf1
NONMMUG024425,Fus
NONMMUG024425,PABPC1
NONMMUG024426,Fus
NONMMUG024426,Tdp43
NONMMUG024428,Fus
NONMMUG024428,Tdp43
NONMMUG024431,Fus
NONMMUG024432,Fus
NONMMUG024433,Fus
NONMMUG024433,Tdp43
NONMMUG024436,Fus
NONMMUG024436,Tardbp
NONMMUG024436,Tdp43
NONMMUG024437,Fus
NONMMUG024437,Tdp43
NONMMUG024440,Fus
NONMMUG024440,Tdp43
NONMMUG024442,Fus
NONMMUG024442,Upf1
NONMMUG024444,Fus
NONMMUG024444,Tdp43
NONMMUG024444,Upf1
NONMMUG024445,Fus
NONMMUG024445,Tdp43
NONMMUG024445,Upf1
NONMMUG024449,Fus
NONMMUG024449,Upf1
NONMMUG024450,Fus
NONMMUG024450,Tdp43
NONMMUG024450,Upf1
NONMMUG024454,Fus
NONMMUG024454,Tdp43
NONMMUG024458,Fus
NONMMUG024458,Tdp43
NONMMUG024458,Upf1
NONMMUG024466,Fus
NONMMUG024466,Tdp43
NONMMUG024483,Fus
NONMMUG024483,Tdp43
NONMMUG024483,Upf1
NONMMUG024484,Fus
NONMMUG024484,Tdp43
NONMMUG024484,Upf1
NONMMUG024486,Fus
NONMMUG024486,Tdp43
NONMMUG024486,Upf1
NONMMUG024487,Fus
NONMMUG024487,Tdp43
NONMMUG024487,Upf1
NONMMUG024488,Fus
NONMMUG024489,Fus
NONMMUG024489,Tdp43
NONMMUG024495,Fus
NONMMUG024495,Tdp43
NONMMUG024495,Upf1
NONMMUG024498,Fus
NONMMUG024506,Fus
NONMMUG024508,Fus
NONMMUG024508,Tdp43
NONMMUG024511,Fus
NONMMUG024519,Fus
NONMMUG024519,Upf1
NONMMUG024521,Fus
NONMMUG024521,Tdp43
NONMMUG024521,Upf1
NONMMUG024523,Fus
NONMMUG024523,Tdp43
NONMMUG024525,Fus
NONMMUG024525,Tdp43
NONMMUG024534,Fus
NONMMUG024534,Tdp43
NONMMUG024534,Upf1
NONMMUG024537,Fus
NONMMUG024541,Fus
NONMMUG024544,Fus
NONMMUG024544,Tdp43
NONMMUG024544,Upf1
NONMMUG024554,Fus
NONMMUG024557,Fus
NONMMUG024561,Fus
NONMMUG024561,Tdp43
NONMMUG024563,Fus
NONMMUG024563,Tdp43
NONMMUG024563,Upf1
NONMMUG024572,Fus
NONMMUG024572,Tdp43
NONMMUG024600,Fus
NONMMUG024600,Tdp43
NONMMUG024603,Fus
NONMMUG024603,Tardbp
NONMMUG024603,Tdp43
NONMMUG024603,Upf1
NONMMUG024609,Fus
NONMMUG024609,Tdp43
NONMMUG024613,Fus
NONMMUG024613,Tdp43
NONMMUG024616,Fus
NONMMUG024616,Tdp43
NONMMUG024619,Fus
NONMMUG024625,Fus
NONMMUG024640,Fus
NONMMUG024640,Tdp43
NONMMUG024642,Fus
NONMMUG024642,Tdp43
NONMMUG024651,Fus
NONMMUG024651,Tdp43
NONMMUG024652,Fus
NONMMUG024654,Fus
NONMMUG024654,Upf1
NONMMUG024656,Fus
NONMMUG024662,Fus
NONMMUG024662,Tdp43
NONMMUG024666,Fus
NONMMUG024667,Fus
NONMMUG024669,Fus
NONMMUG024669,Tdp43
NONMMUG024674,Fus
NONMMUG024674,Upf1
NONMMUG024675,Fus
NONMMUG024676,Fus
NONMMUG024676,Mbnl1
NONMMUG024676,Tdp43
NONMMUG024676,Upf1
NONMMUG024678,Fus
NONMMUG024678,Upf1
NONMMUG024679,Fus
NONMMUG024679,Tdp43
NONMMUG024683,Fus
NONMMUG024683,JARID2
NONMMUG024683,Tdp43
NONMMUG024685,Fus
NONMMUG024694,Fus
NONMMUG024694,Tdp43
NONMMUG024697,Fus
NONMMUG024697,Upf1
NONMMUG024698,Fus
NONMMUG024698,Tdp43
NONMMUG024700,Fus
NONMMUG024700,Tdp43
NONMMUG024702,Fus
NONMMUG024702,Tdp43
NONMMUG024703,Fus
NONMMUG024703,Tdp43
NONMMUG024712,Fus
NONMMUG024712,Tdp43
NONMMUG024721,Fus
NONMMUG024721,JARID2
NONMMUG024721,Tdp43
NONMMUG024722,Fus
NONMMUG024724,Fus
NONMMUG024724,Tdp43
NONMMUG024726,Fus
NONMMUG024726,Tdp43
NONMMUG024728,Fus
NONMMUG024728,Tdp43
NONMMUG024734,Fus
NONMMUG024734,Mbnl1
NONMMUG024734,Tdp43
NONMMUG024740,Fus
NONMMUG024741,Fus
NONMMUG024749,Fus
NONMMUG024749,Tardbp
NONMMUG024749,Tdp43
NONMMUG024749,Upf1
NONMMUG024750,Fus
NONMMUG024750,Upf1
NONMMUG024755,Fus
NONMMUG024755,Tdp43
NONMMUG024769,Fus
NONMMUG024769,Tdp43
NONMMUG024777,Fus
NONMMUG024777,PABPC1
NONMMUG024777,Tdp43
NONMMUG024797,Fus
NONMMUG024797,Tdp43
NONMMUG024798,Fus
NONMMUG024798,Tdp43
NONMMUG024798,Upf1
NONMMUG024799,Fus
NONMMUG024799,Tdp43
NONMMUG024800,Fus
NONMMUG024800,Nova1
NONMMUG024800,Tdp43
NONMMUG024802,Fus
NONMMUG024802,Tdp43
NONMMUG024803,Fus
NONMMUG024805,Fus
NONMMUG024805,Tardbp
NONMMUG024805,Tdp43
NONMMUG024806,Fus
NONMMUG024811,Fus
NONMMUG024811,Tdp43
NONMMUG024811,Upf1
NONMMUG024813,Fus
NONMMUG024813,Tdp43
NONMMUG024813,Upf1
NONMMUG024815,Fus
NONMMUG024815,Tdp43
NONMMUG024818,Fus
NONMMUG024819,Fus
NONMMUG024821,Fus
NONMMUG024821,Upf1
NONMMUG024823,Fus
NONMMUG024823,Nova1
NONMMUG024823,Tdp43
NONMMUG024824,Fus
NONMMUG024824,Tdp43
NONMMUG024830,Fus
NONMMUG024830,Tdp43
NONMMUG024831,Fus
NONMMUG024836,Fus
NONMMUG024836,JARID2
NONMMUG024836,Tdp43
NONMMUG024838,Fus
NONMMUG024838,Tdp43
NONMMUG024838,Upf1
NONMMUG024855,Fus
NONMMUG024855,Tdp43
NONMMUG024867,Fus
NONMMUG024867,Tdp43
NONMMUG024872,Fus
NONMMUG024872,Tdp43
NONMMUG024872,Upf1
NONMMUG024873,Fus
NONMMUG024873,Tdp43
NONMMUG024874,Fus
NONMMUG024874,Tdp43
NONMMUG024878,Fus
NONMMUG024878,Tdp43
NONMMUG024879,Fus
NONMMUG024879,Tdp43
NONMMUG024883,Fus
NONMMUG024883,Tdp43
NONMMUG024884,Fus
NONMMUG024884,Tdp43
NONMMUG024885,Fus
NONMMUG024887,Fus
NONMMUG024887,Tdp43
NONMMUG024889,Fus
NONMMUG024889,Tdp43
NONMMUG024894,Fus
NONMMUG024894,Tdp43
NONMMUG024897,Fus
NONMMUG024897,Upf1
NONMMUG024901,Fus
NONMMUG024901,Tdp43
NONMMUG024903,Fus
NONMMUG024903,Tdp43
NONMMUG024905,Fus
NONMMUG024905,Tdp43
NONMMUG024907,Fus
NONMMUG024907,Tdp43
NONMMUG024912,Fus
NONMMUG024912,Tdp43
NONMMUG024912,Upf1
NONMMUG024916,Fus
NONMMUG024916,Tdp43
NONMMUG024916,Upf1
NONMMUG024918,Fus
NONMMUG024918,Tdp43
NONMMUG024919,Fus
NONMMUG024919,Tdp43
NONMMUG024932,Fus
NONMMUG024934,Fus
NONMMUG024934,Tdp43
NONMMUG024939,Fus
NONMMUG024939,Tdp43
NONMMUG024939,Upf1
NONMMUG024943,Fus
NONMMUG024943,Tdp43
NONMMUG024947,Fus
NONMMUG024947,Tdp43
NONMMUG024948,Fus
NONMMUG024948,Tdp43
NONMMUG024949,Fus
NONMMUG024949,Tdp43
NONMMUG024960,Fus
NONMMUG024960,Tdp43
NONMMUG024966,Fus
NONMMUG024969,Fus
NONMMUG024972,Fus
NONMMUG024972,Tdp43
NONMMUG024973,Fus
NONMMUG024973,Tdp43
NONMMUG024974,Fus
NONMMUG024974,Tdp43
NONMMUG024978,Fus
NONMMUG024978,Tdp43
NONMMUG024978,Upf1
NONMMUG024980,Fus
NONMMUG024980,Tdp43
NONMMUG024982,Fus
NONMMUG024982,Tdp43
NONMMUG024982,Upf1
NONMMUG024986,Fus
NONMMUG024986,Tdp43
NONMMUG025000,Fus
NONMMUG025000,Tdp43
NONMMUG025018,Fus
NONMMUG025018,Tdp43
NONMMUG025023,Fus
NONMMUG025028,Fus
NONMMUG025028,Tdp43
NONMMUG025034,Fus
NONMMUG025034,Upf1
NONMMUG025040,Fus
NONMMUG025040,Tdp43
NONMMUG025044,Fus
NONMMUG025051,Fus
NONMMUG025052,Fus
NONMMUG025052,Upf1
NONMMUG025053,Fus
NONMMUG025053,Tdp43
NONMMUG025083,Fus
NONMMUG025083,Tdp43
NONMMUG025083,Upf1
NONMMUG025094,Fus
NONMMUG025097,Fus
NONMMUG025097,Tdp43
NONMMUG025101,Fus
NONMMUG025101,JARID2
NONMMUG025101,Tdp43
NONMMUG025101,Upf1
NONMMUG025111,Fus
NONMMUG025111,Tdp43
NONMMUG025121,Fus
NONMMUG025122,Fus
NONMMUG025125,Fus
NONMMUG025125,Tdp43
NONMMUG025125,Upf1
NONMMUG025136,Fus
NONMMUG025141,Fus
NONMMUG025141,Tdp43
NONMMUG025143,Fus
NONMMUG025143,Tdp43
NONMMUG025143,Upf1
NONMMUG025145,Fus
NONMMUG025148,Fus
NONMMUG025148,Tdp43
NONMMUG025151,Fus
NONMMUG025151,Tdp43
NONMMUG025151,Upf1
NONMMUG025153,Fus
NONMMUG025153,Tdp43
NONMMUG025168,Fus
NONMMUG025168,Tdp43
NONMMUG025168,Upf1
NONMMUG025175,Fus
NONMMUG025175,JARID2
NONMMUG025175,Tdp43
NONMMUG025175,Upf1
NONMMUG025177,Fus
NONMMUG025177,Tdp43
NONMMUG025177,Upf1
NONMMUG025180,Fus
NONMMUG025180,Tdp43
NONMMUG025180,Upf1
NONMMUG025184,Fus
NONMMUG025184,Tdp43
NONMMUG025184,Upf1
NONMMUG025191,Fus
NONMMUG025191,JARID2
NONMMUG025191,Tardbp
NONMMUG025191,Tdp43
NONMMUG025191,Upf1
NONMMUG025192,Fus
NONMMUG025192,JARID2
NONMMUG025192,Tdp43
NONMMUG025201,Fus
NONMMUG025205,Fus
NONMMUG025205,Tdp43
NONMMUG025206,Fus
NONMMUG025206,Tdp43
NONMMUG025207,Fus
NONMMUG025214,Fus
NONMMUG025214,Tdp43
NONMMUG025220,Fus
NONMMUG025220,Tdp43
NONMMUG025237,Fus
NONMMUG025237,Tdp43
NONMMUG025239,Fus
NONMMUG025239,Rbfox3
NONMMUG025239,Tdp43
NONMMUG025244,Fus
NONMMUG025244,PABPC1
NONMMUG025244,Tdp43
NONMMUG025244,Upf1
NONMMUG025246,Fus
NONMMUG025246,JARID2
NONMMUG025246,Mbnl1
NONMMUG025246,Tdp43
NONMMUG025246,Upf1
NONMMUG025253,Fus
NONMMUG025253,Tdp43
NONMMUG025263,Fus
NONMMUG025264,Fus
NONMMUG025279,Fus
NONMMUG025279,Tdp43
NONMMUG025286,Fus
NONMMUG025289,Fus
NONMMUG025295,Fus
NONMMUG025298,Fus
NONMMUG025298,Tdp43
NONMMUG025304,Fus
NONMMUG025304,Tdp43
NONMMUG025310,Fus
NONMMUG025310,Tdp43
NONMMUG025312,Fus
NONMMUG025313,Fus
NONMMUG025313,Tdp43
NONMMUG025315,Fus
NONMMUG025315,JARID2
NONMMUG025315,Tdp43
NONMMUG025325,Fus
NONMMUG025325,Tdp43
NONMMUG025325,Upf1
NONMMUG025326,Fus
NONMMUG025326,Tdp43
NONMMUG025327,Fus
NONMMUG025327,Tdp43
NONMMUG025327,Upf1
NONMMUG025334,Fus
NONMMUG025334,Tdp43
NONMMUG025337,Fus
NONMMUG025337,Tdp43
NONMMUG025351,Fus
NONMMUG025361,Fus
NONMMUG025361,Tdp43
NONMMUG025362,Fus
NONMMUG025362,Tdp43
NONMMUG025362,Upf1
NONMMUG025366,Fus
NONMMUG025366,Tdp43
NONMMUG025369,Fus
NONMMUG025369,Tdp43
NONMMUG025377,Fus
NONMMUG025377,Tdp43
NONMMUG025377,Upf1
NONMMUG025388,Fus
NONMMUG025388,Tdp43
NONMMUG025389,Fus
NONMMUG025391,Fus
NONMMUG025391,Tdp43
NONMMUG025392,Fus
NONMMUG025392,Tdp43
NONMMUG025407,Fus
NONMMUG025407,Tdp43
NONMMUG025410,Fus
NONMMUG025418,Fus
NONMMUG025418,Tdp43
NONMMUG025418,Upf1
NONMMUG025420,Fus
NONMMUG025420,Tdp43
NONMMUG025431,Fus
NONMMUG025431,Tdp43
NONMMUG025432,Fus
NONMMUG025432,Tdp43
NONMMUG025432,Upf1
NONMMUG025442,Fus
NONMMUG025442,Tdp43
NONMMUG025445,Fus
NONMMUG025445,Tdp43
NONMMUG025447,Fus
NONMMUG025447,Tdp43
NONMMUG025451,Fus
NONMMUG025461,Fus
NONMMUG025461,Tdp43
NONMMUG025462,Fus
NONMMUG025469,Fus
NONMMUG025473,Fus
NONMMUG025473,Tdp43
NONMMUG025480,Fus
NONMMUG025480,Tdp43
NONMMUG025480,Upf1
NONMMUG025509,Fus
NONMMUG025509,Tdp43
NONMMUG025509,Upf1
NONMMUG025511,Fus
NONMMUG025511,Upf1
NONMMUG025517,Fus
NONMMUG025517,Tdp43
NONMMUG025517,Upf1
NONMMUG025520,Fus
NONMMUG025520,Tdp43
NONMMUG025528,Fus
NONMMUG025528,Tdp43
NONMMUG025532,Fus
NONMMUG025535,Fus
NONMMUG025535,Tdp43
NONMMUG025539,Fus
NONMMUG025539,Tdp43
NONMMUG025540,Fus
NONMMUG025540,Tdp43
NONMMUG025545,Fus
NONMMUG025545,Mbnl1
NONMMUG025545,Tdp43
NONMMUG025553,Fus
NONMMUG025553,Tdp43
NONMMUG025558,Fus
NONMMUG025558,Tdp43
NONMMUG025570,Fus
NONMMUG025570,Tdp43
NONMMUG025570,Upf1
NONMMUG025573,Fus
NONMMUG025589,Fus
NONMMUG025589,Tdp43
NONMMUG025589,Upf1
NONMMUG025592,Fus
NONMMUG025592,Tdp43
NONMMUG025593,Fus
NONMMUG025597,Fus
NONMMUG025597,Tdp43
NONMMUG025597,Upf1
NONMMUG025604,Fus
NONMMUG025604,Upf1
NONMMUG025605,Fus
NONMMUG025605,Tdp43
NONMMUG025607,Fus
NONMMUG025607,Tardbp
NONMMUG025607,Tdp43
NONMMUG025610,Fus
NONMMUG025610,Upf1
NONMMUG025614,Fus
NONMMUG025614,Tdp43
NONMMUG025614,Upf1
NONMMUG025633,Fus
NONMMUG025636,Fus
NONMMUG025636,Tdp43
NONMMUG025637,Fus
NONMMUG025637,Tdp43
NONMMUG025639,Fus
NONMMUG025639,Tdp43
NONMMUG025641,Fus
NONMMUG025641,Tdp43
NONMMUG025642,Fus
NONMMUG025642,Tdp43
NONMMUG025644,Fus
NONMMUG025644,Tdp43
NONMMUG025646,Fus
NONMMUG025646,Tdp43
NONMMUG025671,Fus
NONMMUG025671,Tdp43
NONMMUG025672,Fus
NONMMUG025672,Tdp43
NONMMUG025673,Fus
NONMMUG025673,Tdp43
NONMMUG025701,Fus
NONMMUG025701,Tdp43
NONMMUG025702,Fus
NONMMUG025723,Fus
NONMMUG025723,Tdp43
NONMMUG025724,Fus
NONMMUG025724,Tdp43
NONMMUG025732,Fus
NONMMUG025732,Tdp43
NONMMUG025736,Fus
NONMMUG025736,Upf1
NONMMUG025749,Fus
NONMMUG025749,JARID2
NONMMUG025749,Upf1
NONMMUG025753,Fus
NONMMUG025753,Tdp43
NONMMUG025753,Upf1
NONMMUG025763,Fus
NONMMUG025763,Tdp43
NONMMUG025764,Fus
NONMMUG025764,Tdp43
NONMMUG025772,Fus
NONMMUG025772,Tdp43
NONMMUG025775,Fus
NONMMUG025777,Fus
NONMMUG025777,Tdp43
NONMMUG025823,Fus
NONMMUG025826,Fus
NONMMUG025832,Fus
NONMMUG025832,Tdp43
NONMMUG025834,Fus
NONMMUG025834,Tdp43
NONMMUG025838,Fus
NONMMUG025838,Tdp43
NONMMUG025863,Fus
NONMMUG025863,Tdp43
NONMMUG025872,Fus
NONMMUG025872,Tdp43
NONMMUG025890,Fus
NONMMUG025890,Tdp43
NONMMUG025891,Fus
NONMMUG025891,Tdp43
NONMMUG025894,Fus
NONMMUG025894,Tdp43
NONMMUG025896,Fus
NONMMUG025897,Fus
NONMMUG025897,Tdp43
NONMMUG025901,Fus
NONMMUG025901,JARID2
NONMMUG025902,Fus
NONMMUG025902,JARID2
NONMMUG025902,Tdp43
NONMMUG025902,Upf1
NONMMUG025903,Fus
NONMMUG025903,JARID2
NONMMUG025903,Tdp43
NONMMUG025903,Upf1
NONMMUG025904,Fus
NONMMUG025904,Tdp43
NONMMUG025905,Fus
NONMMUG025905,JARID2
NONMMUG025905,Tardbp
NONMMUG025905,Tdp43
NONMMUG025905,Upf1
NONMMUG025910,Fus
NONMMUG025910,Tdp43
NONMMUG025910,Upf1
NONMMUG025918,Fus
NONMMUG025918,Tdp43
NONMMUG025923,Fus
NONMMUG025923,Tardbp
NONMMUG025923,Tdp43
NONMMUG025923,Upf1
NONMMUG025926,Fus
NONMMUG025926,Tdp43
NONMMUG025927,Fus
NONMMUG025929,Fus
NONMMUG025929,Tdp43
NONMMUG025935,Fus
NONMMUG025935,Upf1
NONMMUG025937,Fus
NONMMUG025937,Tdp43
NONMMUG025939,Fus
NONMMUG025939,Tdp43
NONMMUG025939,Upf1
NONMMUG025940,Fus
NONMMUG025940,Tdp43
NONMMUG025941,Fus
NONMMUG025941,Tardbp
NONMMUG025941,Tdp43
NONMMUG025950,Fus
NONMMUG025950,Tdp43
NONMMUG025951,Fus
NONMMUG025951,Tdp43
NONMMUG025952,Fus
NONMMUG025952,Tdp43
NONMMUG025953,Fus
NONMMUG025956,Fus
NONMMUG025956,Tdp43
NONMMUG025962,Fus
NONMMUG025962,Tdp43
NONMMUG025962,Upf1
NONMMUG025967,Fus
NONMMUG025967,Upf1
NONMMUG025973,Fus
NONMMUG025973,Tdp43
NONMMUG025975,Fus
